,name,grantee,centerType,phone,address,city,state_x,zip,0,1,state_y,county
109,Caney Head Start,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(1) 580-889,"301 N Cobb Ave
402 N Perkins",Caney,OK,74533,74533,,OK,Atoka County
110,MILL CREEK HEAD START,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(1) 580-384,"P. O. 201
603 South Choctaw",Mill Creek,OK,74856,74856,,OK,Johnston County
111,Milburn Head Start,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(1) 580-5487,200 N 7th St,Milburn,OK,73450-9645,73450,9645,OK,Johnston County
112,TISHOMINGO HEAD START,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(1) 580-371,304 W 7th St,Tishomingo,OK,73460-1209,73460,1209,OK,Johnston County
113,Kingston Head Start,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(1) 580-564,100 NE 4th St,Kingston,OK,73439-1139,73439,1139,OK,Marshall County
114,Davis Head Start,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(1) 580-369,"701 East Benton
701 East Benton",Davis,OK,73030-1964,73030,1964,OK,Murray County
115,Atoka Head Start,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(1) 580-889,301 W 10th St,Atoka,OK,74525-2800,74525,2800,OK,Atoka County
116,Oakland Head Start,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(1) 580-677,"18941 8th St
Highway 70",Madill,OK,73446-2155,73446,2155,OK,Marshall County
117,Oakland,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(580) 677-9444,18941 8th St,Madill,OK,73446-2155,73446,2155,OK,Marshall County
118,Mannsville INCA Head Start,"INCA COMMUNITY SERVICES, INC
202 S Capital Ave
Tishomingo, OK 73460-1605
(580)371-2352 - 258
",Head Start,(580) 371-2892,509 East School Street,Mannsville,OK,73447,73447,,OK,Johnston County
119,Mekusukey Mission Center,"SEMINOLE NATION OF OKLAHOMA
36645 Highway 270
Wewoka, OK 74884-4021
(405)234-5228
",American Indian and Alaska Native Head Start,(405) 382-6126,12572 NS 354,Seminole,OK,74868,74868,,OK,Seminole County
120,Barking Water Center,"SEMINOLE NATION OF OKLAHOMA
36645 Highway 270
Wewoka, OK 74884-4021
(405)234-5228
",American Indian and Alaska Native Head Start,(405) 257-7220,Intersection Hwy 56 & Hwy 270,Wewoka,OK,74884,74884,,OK,Seminole County
121,Konawa Center,"SEMINOLE NATION OF OKLAHOMA
36645 Highway 270
Wewoka, OK 74884-4021
(405)234-5228
",American Indian and Alaska Native Head Start,(580) 925-5750,Intersection Hwy 39 & Hwy 99,Konawa,OK,74849,74849,,OK,Seminole County
122,Mekusukey Mission Center,"SEMINOLE NATION OF OKLAHOMA
36645 Hwy 270
Wewoka, OK 74884-
(405)234-5228
",American Indian and Alaska Native Head Start,(405) 382-6126,12572 NS 354,Seminole,OK,74868,74868,,OK,Seminole County
123,Konawa Center,"SEMINOLE NATION OF OKLAHOMA
36645 Hwy 270
Wewoka, OK 74884-
(405)234-5228
",American Indian and Alaska Native Head Start,(580) 925-5750,Intersection Hwy 39 & Hwy 99,Konawa,OK,74849,74849,,OK,Seminole County
124,Barking Water Center,"SEMINOLE NATION OF OKLAHOMA
36645 Hwy 270
Wewoka, OK 74884-
(405)234-5228
",American Indian and Alaska Native Head Start,(405) 257-7220,Intersection Hwy 56 & Hwy 270,Wewoka,OK,74884,74884,,OK,Seminole County
125,Mekusukey Mission 2,"SEMINOLE NATION OF OKLAHOMA
36645 Hwy 270
Wewoka, OK 74884-
(405)234-5228
",American Indian and Alaska Native Head Start,(405) 382-4186,12556 NS 354,Seminole,OK,74868,74868,,OK,Seminole County
126,Lookeba,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Head Start,(405) 457-6493,West Sickles Avenue,Lookeba,OK,73053,73053,,OK,Caddo County
127,Apache,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Head Start,(580) 588-2270,"Apache Elementary School
South Forrest",Apache,OK,73006,73006,,OK,Caddo County
128,Chickasha Head Start,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Head Start,(405) 222-0172,1000 W Minnesota Ave,Chickasha,OK,73018-3254,73018,3254,OK,Grady County
129,Anadarko Head Start/EHS,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Head Start,(405) 247-6745,315 NE 3rd St,Anadarko,OK,73005-2621,73005,2621,OK,Caddo County
130,Ninnekah,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Head Start,(405) 222-0420,810 Dell Street,Ninnekah,OK,73067,73067,,OK,Grady County
131,Cyril,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Head Start,(405) 464-3705,208 W Main,Cyril,OK,73029,73029,,OK,Caddo County
132,Fort Cobb Head Start/EHS,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Head Start,(405) 654-5314,100 Career Tech Road,Fort Cobb,OK,73038,73038,,OK,Caddo County
133,Fort Cobb Head Start/EHS,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Early Head Start,(405) 643-5511,100 Career Tech Road,Fort Cobb,OK,73038,73038,,OK,Caddo County
134,Chickasha EHS,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Early Head Start,(405) 224-3471,1304 S 6th St,Chickasha,OK,73018-4669,73018,4669,OK,Grady County
135,Pregnant Moms,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Early Head Start,(405) 224-5831,1000 W Minnesota Ave,Chickasha,OK,73018-3254,73018,3254,OK,Grady County
136,Carnegie EHS,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Early Head Start,(405) 654-1510,511 Town East 1st St,Carnegie,OK,73015-9040,73015,9040,OK,Caddo County
137,Anadarko Head Start/EHS,"WASHITA VALLEY COMMUNITY ACTION COUNCIL, INC
1000 W Minnesota Ave
Chickasha, OK 73018-3254
(405)224-5831 - 115
",Early Head Start,(405) 247-6745,315 NE 3rd St,Anadarko,OK,73005-2621,73005,2621,OK,Caddo County
138,Rockwood Elementary Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-1518,3101 SW 24th St,Oklahoma City,OK,73108-5236,73108,5236,OK,Oklahoma County
139,Steed Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 732-2552,2118 Flannery Dr,Midwest City,OK,73110-7912,73110,7912,OK,Oklahoma County
140,Metro Tech Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 595-4750,3901 N Martin Luther King Ave,Oklahoma City,OK,73111-5221,73111,5221,OK,Oklahoma County
141,Mark Twain Elementary,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 232-2006,2412 W Main St,Oklahoma City,OK,73107-6956,73107,6956,OK,Oklahoma County
142,Valley Brook Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 670-6284,6315 Camille Ave,Oklahoma City,OK,73149-5113,73149,5113,OK,Oklahoma County
143,McKinley Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 524-5017,1300 N McKinley Ave,Oklahoma City,OK,73106-4670,73106,4670,OK,Oklahoma County
144,Armstrong Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 277-3530,309 SW 5th Street,Luther,OK,73054,73054,,OK,Oklahoma County
145,Avery Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 424-1088,1425 N Kelham Ave,Oklahoma City,OK,73117-3635,73117,3635,OK,Oklahoma County
146,Will Rogers Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 634-4365,1621 SW 15th St,Oklahoma City,OK,73108-6803,73108,6803,OK,Oklahoma County
147,Oak Grove Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 685-2277,3301 SW 17th St,Oklahoma City,OK,73108-4000,73108,4000,OK,Oklahoma County
148,New Heights Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 440-0230,7921 NW 23rd St,Bethany,OK,73008-4949,73008,4949,OK,Oklahoma County
149,Mt Rose Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 232-6037,1701 NW 7th St,Oklahoma City,OK,73106-2403,73106,2403,OK,Oklahoma County
150,Edmond Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 359-7155,717 Churchill Rd,Edmond,OK,73034-5016,73034,5016,OK,Oklahoma County
151,Capitol Hill Elementary Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-1847,2717 S Robinson Ave,Oklahoma City,OK,73109-6234,73109,6234,OK,Oklahoma County
152,Wheeler Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-7027,501 SE 25th St,Oklahoma City,OK,73129-4726,73129,4726,OK,Oklahoma County
153,Garden Diggs Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 427-8515,2201 N Coltrane Rd,Oklahoma City,OK,73121-4622,73121,4622,OK,Oklahoma County
154,Carver Mark Twain Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 232-2006,2412 W Main St,Oklahoma City,OK,73107-6956,73107,6956,OK,Oklahoma County
155,Happy Times Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 733-2905,405 S Air Depot Blvd,Midwest City,OK,73110-4434,73110,4434,OK,Oklahoma County
156,Mary Helen Nelson Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 232-2920,1115 NE 7th St,Oklahoma City,OK,73117-1423,73117,1423,OK,Oklahoma County
157,Buchanan Elementary  Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-4744,4126 NW 18th St,Oklahoma City,OK,73107-3624,73107,3624,OK,Oklahoma County
158,Plainview Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 843-8299,7105 N Kelley Ave,Oklahoma City,OK,73111-8426,73111,8426,OK,Oklahoma County
159,Dana Brown Cooper Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 733-0289,9300 NE 10th St,Midwest City,OK,73130-1320,73130,1320,OK,Oklahoma County
160,Kaiser Elementary Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-3621,3101 Lyon Blvd,Oklahoma City,OK,73112-3333,73112,3333,OK,Oklahoma County
161,Kiddie Village Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 235-9833,801 NE 2nd St,Oklahoma City,OK,73104-6613,73104,6613,OK,Oklahoma County
162,West Oak Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 677-8437,2100 S Everest Ave,Oklahoma City,OK,73129-6348,73129,6348,OK,Oklahoma County
163,Ruth Dropkin Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 634-0401,6500 S Shields Blvd,Oklahoma City,OK,73149-1312,73149,1312,OK,Oklahoma County
164,Our Spot Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 755-5136,1532 W Hefner Rd,Oklahoma City,OK,73120-7942,73120,7942,OK,Oklahoma County
165,FD Moon Academy Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 427-8391,1901 NE 13th St,Oklahoma City,OK,73117-3613,73117,3613,OK,Oklahoma County
166,Green Pastures Elementary Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 587-4539,4300 N Post Rd,Spencer,OK,73084-4216,73084,4216,OK,Oklahoma County
167,Central Oak Elementary Head Start,"CMTY ACTION AGCY OF OK CY & CTY & OK/CANADIAN CTYS INC
319 SW 25th St
Oklahoma City, OK 73109-5921
(405)232-0199 - 4103
",Head Start,(405) 677-5211,1450 S Eastern Ave,Oklahoma City,OK,73129-6035,73129,6035,OK,Oklahoma County
168,Educare,"Sunbeam Family Services, Inc.
500 SE Grand
Oklahoma City, OK 73129-
(405)528-7721
",Head Start,(405) 605-8232,"500
SE Grand Blvd",Oklahoma City,OK,73129,73129,,OK,Oklahoma County
169,HARTSHORNE,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 297-2027,307 S 12th St,Hartshorne,OK,74547-4401,74547,4401,OK,Pittsburg County
170,PANAMA,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 963-2657,410 Missouri,Panama,OK,74951,74951,,OK,Le Flore County
171,POCOLA,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 436-2551,103 S. Pocola Blvd,Pocola,OK,74902,74902,,OK,Le Flore County
172,WISTER,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 655-7797,210 Logan St,Wister,OK,74966-9627,74966,9627,OK,Le Flore County
173,MCALESTER--JEFFERSON,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 423-8304,501 S C St,McAlester,OK,74501-5713,74501,5713,OK,Pittsburg County
174,MCCURTAIN,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 945-7357,West 3rd Ave,McCurtain,OK,74944,74944,,OK,Haskell County
175,ARKOMA,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 875-3687,314 State Line Rd,Arkoma,OK,74901-3571,74901,3571,OK,Le Flore County
176,POTEAU,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 647-7785,407 Hughes Dr,Poteau,OK,74953-5437,74953,5437,OK,Le Flore County
177,KEOTA,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 966-3770,308 E Main St,Keota,OK,74941-6656,74941,6656,OK,Haskell County
178,STIGLER EAST,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 967-8471,1302 E Central Ave,Stigler,OK,74462-2595,74462,2595,OK,Haskell County
179,HEAVENER,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 653-3517,500 W 2nd St,Heavener,OK,74937-3002,74937,3002,OK,Le Flore County
180,CASC - POTEAU,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 647-1258,1507 S McKenna St,Poteau,OK,74953-5207,74953,5207,OK,Le Flore County
181,FORT COFFEE,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 962-3443,16106 Community Road,Fort Coffee,OK,74959,74959,,OK,Le Flore County
182,QUINTON,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 469-2981,710 J St,Quinton,OK,74561-2001,74561,2001,OK,Pittsburg County
183,SPIRO,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 962-5282,600 S Alaska,Spiro,OK,74959,74959,,OK,Le Flore County
184,RED OAK,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 754-2443,405 N Main St,Red Oak,OK,74563,74563,,OK,Latimer County
185,WILBURTON,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 465-3487,607 SW 8th St,Wilburton,OK,74578-4809,74578,4809,OK,Latimer County
186,TALIHINA,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 567-2082,400 Helen St,Talihina,OK,74571-2037,74571,2037,OK,Le Flore County
187,KIOWA,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 432-5022,805 S Van Buren,Kiowa,OK,74553-5119,74553,5119,OK,Pittsburg County
188,STIGLER WEST,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 967-8042,105 NW 9th St,Stigler,OK,74462-1704,74462,1704,OK,Haskell County
189,HOWE,"KI BOIS COMMUNITY ACTION FOUNDATION, INC
200 SE A St
Stigler, OK 74462-2418
(918)967-3325
",Head Start,(918) 658-2450,21444 E North Railroad,Howe,OK,74940,74940,,OK,Le Flore County
190,Choctaw Nation Child Development Center-Bennington,"CHOCTAW NATION OF OKLAHOMA EDUCATION DEPARTMENT
1802 Chukka Hina
Durant, OK 74701-7117
(580)924-8280 - 2437
",Early Head Start,(580) 847-2528,820 N Perry St,Bennington,OK,74723-1105,74723,1105,OK,Bryan County
191,Joyful Learning Center,"Northeast Oklahoma Community Action Agency, Inc.
856 E Melton Drive
Jay, OK 74346-
(918)791-8199 - 118
",Early Head Start,(918) 542-9241,1815 E Steve Owens Blvd,Miami,OK,74354-5319,74354,5319,OK,Ottawa County
192,Education Station,"Northeast Oklahoma Community Action Agency, Inc.
856 E Melton Drive
Jay, OK 74346-
(918)791-8199 - 118
",Early Head Start,(918) 253-6399,856 E Melton Drive,Jay,OK,74346,74346,,OK,Delaware County
193,Henry Lee Doublehead CDC,"Northeast Oklahoma Community Action Agency, Inc.
856 E Melton Drive
Jay, OK 74346-
(918)791-8199 - 118
",Early Head Start,(918) 431-9998,18771 W Keetoowah Circle,Tahlequah,OK,74464,74464,,OK,Cherokee County
194,Giggle Time EHS-CC,"Little Dixie Community Action Agency, Inc.
104 N E St
Hugo, OK 74743-3218
(580)326-7581
",Early Head Start,(580) 326-8286,305 N F St,Hugo,OK,74743-3229,74743,3229,OK,Choctaw County
195,Alva Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 327-6658,901 14th St,Alva,OK,73717-2500,73717,2500,OK,Woods County
196,Boise City Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 544-2116,402 SE 4th,Boise City,OK,73933,73933,,OK,Cimarron County
197,Calumet Public School,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(405) 893-2222,101 S Freehome,Calumet,OK,73014,73014,,OK,Canadian County
198,Clinton 123 Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 323-8181,700 Avant Ave,Clinton,OK,73601-3918,73601,3918,OK,Custer County
199,Enid Westside Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 297-5107,1902 W Chestnut Ave,Enid,OK,73703-4315,73703,4315,OK,Garfield County
200,Applewood Early Learning Center,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Early Head Start,(580) 701-4430,525 S Quincy St,Enid,OK,73701-5456,73701,5456,OK,Garfield County
201,El Reno Public School (Hillcrest),"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,,1302 S Miles Ave,El Reno,OK,73036-5431,73036,5431,OK,Canadian County
202,Summerhill (EHS Collaboration),"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Early Head Start,(580) 234-6844,4619 W Randolph Ave,Enid,OK,73703-3442,73703,3442,OK,Garfield County
203,Turn the Page (EHS Collaboration),"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Early Head Start,(580) 366-4067,1524 E Broadway Ave,Enid,OK,73701-4537,73701,4537,OK,Garfield County
204,Fairview Public School,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 227-4802,408 E Broadway,Fairview,OK,73737-2110,73737,2110,OK,Major County
205,Adventure Time Learning Center,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 227-3400,720 Cedar Springs Rd,Fairview,OK,73737-9519,73737,9519,OK,Major County
206,Guymon Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 338-6624,601 N Academy St,Guymon,OK,73942-4234,73942,4234,OK,Texas County
207,Kingfisher Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(405) 375-5571,519 S 9th St,Kingfisher,OK,73750-3527,73750,3527,OK,Kingfisher County
208,Shattuck Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 938-5450,817 East 3rd Street,Shattuck,OK,73858,73858,,OK,Ellis County
209,Watonga Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 623-5401,714 E A St,Watonga,OK,73772-5077,73772,5077,OK,Blaine County
210,Weatherford Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 774-5137,720 N Daniel St,Weatherford,OK,73096-4104,73096,4104,OK,Custer County
211,Watonga EHS,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Early Head Start,,901 North Leach Ave,Watonga,OK,73772-1616,73772,1616,OK,Blaine County
212,Woodward HS/EHS,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(580) 254-2227,813 Madison Ave,Woodward,OK,73801-1457,73801,1457,OK,Woodward County
213,Woodward HS/EHS,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Early Head Start,(580) 254-2227,813 Madison Ave,Woodward,OK,73801-1457,73801,1457,OK,Woodward County
214,Yukon Chisholm Trail Head Start,"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(405) 350-3180,801 W Vandament Ave,Yukon,OK,73099-3876,73099,3876,OK,Canadian County
215,Yukon Parkland Head Start (Public School),"Big Five Community Services, Inc.
1502 N. 1st
Durant, OK 74701-2814
(580)924-5331
",Head Start,(405) 354-7786,2201 Cornwell Dr,Yukon,OK,73099-5211,73099,5211,OK,Canadian County
